latitud,longitud,altura,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados,ghi
-40.0,-71.0,1288.0,12.8,0.4404,17.3,10.6042,4.5,4.6705,127.25,22.783,0.1074,90.082,77.7847,67.299,8.3579,933.4162,2.7885,0.2928,4.865,3.6646,2.0765,1.0732,43.9754,132.532,0.6204,160.5414,74.1848,28.0094,46.0207,890.218,13.1414,0.7277,13.2084,6.57,0.067,4.7809,78.8401,16.7485,0.4816,20.8864,12.7554,4.1379,6.1431,153.0646,9.0359,2.2271,6.1142,1.4511,-2.9217,3.2317,17.4126,14.8459,9.1541,16.5502,63.4498,210.5579
-40.0,-70.0,1048.0,10.3,0.4848,14.0,8.0042,3.7,3.8803,96.05,34.471,0.1997,82.4381,64.7077,47.9671,12.9199,776.4919,2.7507,0.2767,4.8123,3.5608,2.0616,0.9851,42.729,84.4366,0.6158,103.9107,48.0736,19.4741,29.606,576.8834,16.528,0.583,18.731,10.3482,2.203,6.0325,124.1789,19.6428,0.4081,27.3467,17.5956,7.7039,7.1804,211.1474,11.8486,1.0705,10.228,4.0662,-1.6206,4.353,48.7943,14.8459,9.1541,16.5502,63.4498,212.0186
-40.0,-69.0,1171.0,3.15,0.3469,5.05,3.2375,1.9,1.1229,38.85,40.5244,0.2581,78.151,57.657,37.6266,14.8785,691.8845,2.6811,0.2685,4.7459,3.5355,2.0648,0.9492,42.4265,19.7433,0.3325,29.817,19.6266,10.0737,6.5267,235.5194,17.6352,0.6059,19.5785,10.5329,1.9433,6.3814,126.3953,20.1243,0.4156,27.5675,17.4792,7.4432,7.265,209.7509,12.8684,1.1259,10.9154,4.1802,-1.953,4.7062,50.1619,14.8459,9.1541,16.5502,63.4498,212.7192
-40.0,-68.0,933.0,2.75,0.3015,4.45,2.9125,1.7,0.878,34.95,40.2147,0.2737,74.1095,53.789,33.8948,14.7217,645.4685,2.5469,0.2547,4.693,3.5534,2.1461,0.9051,42.6406,18.0017,0.3396,27.8876,18.6239,9.8859,6.3251,223.4873,18.1498,0.5584,21.0292,11.7122,2.8794,6.5399,140.5468,20.3761,0.3889,29.1425,18.8749,8.7664,7.3406,226.4987,13.5113,0.9364,12.2882,5.2293,-1.2231,4.8969,62.752,14.8459,9.1541,16.5502,63.4498,209.8005
-40.0,-67.0,824.0,2.25,0.2084,4.7,3.2583,2.45,0.6792,39.1,40.6499,0.3097,69.5328,48.6639,28.8829,15.0718,583.9665,2.4455,0.2438,4.6955,3.5784,2.25,0.8725,42.9413,16.9227,0.2918,28.3982,19.6478,11.4755,5.7337,235.774,19.705,0.4761,24.9167,14.9235,5.2117,7.1052,179.0821,21.009,0.3378,33.0038,22.4708,11.9948,7.5899,269.6499,15.9593,0.7055,16.3639,8.1356,0.4046,5.7396,97.6267,14.8459,9.1541,16.5502,63.4498,206.9489
-40.0,-66.0,361.0,2.2,0.2263,4.45,3.1125,2.25,0.7042,37.35,39.6984,0.299,69.3302,49.2018,29.6318,14.7134,590.4212,2.2237,0.2284,4.6041,3.6133,2.3804,0.8252,43.3596,21.0197,0.2944,32.6506,21.1873,11.6309,6.238,254.248,19.6283,0.4685,25.0481,15.0942,5.4198,7.071,181.1301,21.0098,0.3369,33.048,22.508,12.0382,7.5837,270.0961,16.0352,0.6873,16.6369,8.3702,0.6017,5.7532,100.4421,14.8459,9.1541,16.5502,63.4498,205.6748
-40.0,-64.0,23.0,3.4,0.1865,6.5,4.7625,3.1,0.8881,57.15,35.5909,0.2399,72.5739,54.7554,36.983,13.1353,657.0646,1.9683,0.1925,4.598,3.7695,2.6297,0.7258,45.2343,22.582,0.2619,43.1368,29.8733,20.5548,7.8241,358.4796,18.5266,0.4353,24.7386,15.358,6.212,6.6852,184.2959,20.2895,0.3287,32.5913,22.4391,12.3018,7.3747,269.2697,14.7456,0.5929,16.53,8.9635,1.7844,5.3147,107.5617,14.8459,9.1541,16.5502,63.4498,201.7235
-39.0,-71.0,1039.0,12.55,0.4305,17.1,10.6958,4.55,4.6051,128.35,21.7317,0.0985,88.9762,77.9547,67.2445,7.6769,935.4566,3.0268,0.3205,4.93,3.5827,1.9032,1.1481,42.9918,144.5395,0.5876,171.4656,80.4899,26.9261,47.2946,965.8788,12.9757,0.7764,12.5485,6.0539,-0.4272,4.7,72.647,16.5912,0.5059,19.8549,11.8348,3.2637,5.9871,142.0178,9.3386,3.0695,5.7986,1.071,-3.54,3.2874,12.8517,14.7419,9.2581,15.5502,62.4498,214.1127
-39.0,-70.0,602.0,11.65,0.4442,16.1,9.6875,4.45,4.3032,116.25,30.9188,0.1813,78.4398,62.6225,47.521,11.354,751.4697,2.6061,0.2857,4.5192,3.3565,1.9131,0.9589,40.2779,87.2686,0.5356,111.3542,55.1854,24.0856,29.5585,662.2246,16.0729,0.605,17.779,9.6073,1.7061,5.8126,115.2879,19.1925,0.4124,26.3391,16.8547,7.1466,6.9512,202.2559,11.4024,1.2551,9.1956,3.3081,-2.2068,4.1518,39.6969,14.7419,9.2581,15.5502,62.4498,216.9775
-50.0,-69.0,0.0,2.0,0.1179,6.2,5.4208,4.2,0.6391,65.05,39.2268,0.2235,87.1387,65.4369,47.9119,14.6241,785.243,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,17.3658,0.1813,37.2895,25.913,19.9237,4.6968,310.9563,14.733,0.6641,15.0951,8.1493,0.3621,5.4121,97.7912,17.2908,0.4613,21.4123,13.7099,4.1215,6.3247,164.5192,10.9798,1.2873,8.5208,3.1339,-2.459,4.0343,37.6068,16.1504,7.8496,26.5502,73.4498,159.5066
-39.0,-67.0,203.0,1.95,0.2253,3.9,2.6667,1.95,0.6009,32.0,38.8535,0.2964,68.3828,48.6842,29.5293,14.432,584.2098,2.5289,0.264,4.6802,3.5208,2.1513,0.9294,42.249,21.4864,0.3798,33.0384,19.9104,11.552,7.5621,238.9246,19.4905,0.4597,25.2759,15.3618,5.7854,7.062,184.342,20.8193,0.3327,33.1978,22.7537,12.3785,7.5692,273.0442,15.9815,0.6691,16.9068,8.6202,0.9253,5.7678,103.442,14.7419,9.2581,15.5502,62.4498,210.0308
-39.0,-66.0,197.0,1.95,0.1881,4.2,3.0208,2.25,0.5683,36.25,39.164,0.2993,68.7004,48.8779,29.5364,14.6312,586.5349,2.2874,0.2409,4.6186,3.6013,2.3312,0.8677,43.2156,18.0826,0.3238,31.2512,20.1225,13.1686,6.5164,241.47,19.6842,0.455,25.6662,15.667,5.982,7.1285,188.0042,20.9655,0.3299,33.5637,23.0599,12.5982,7.6066,276.7187,16.2128,0.6551,17.3222,8.9224,1.1094,5.8455,107.0692,14.7419,9.2581,15.5502,62.4498,208.8365
-39.0,-65.0,115.0,3.9,0.2342,7.2,5.0833,3.3,1.1907,61.0,36.4461,0.2678,68.888,50.6595,32.4419,13.568,607.9142,1.9852,0.2091,4.5401,3.6995,2.5549,0.7734,44.3942,18.6449,0.2649,35.9479,26.4123,17.303,6.9969,316.947,19.307,0.4427,25.5024,15.7202,6.1954,6.96,188.6418,20.6226,0.3248,33.3173,22.9952,12.6947,7.4677,275.9426,15.7901,0.6211,17.2589,9.1053,1.4688,5.6553,109.2639,14.7419,9.2581,15.5502,62.4498,205.3357
-39.0,-64.0,67.0,4.8,0.2368,8.4,5.7708,3.6,1.3664,69.25,35.4426,0.2291,73.6608,56.8265,38.2182,13.0187,681.9183,1.9377,0.1937,4.7199,3.8494,2.7822,0.7455,46.1923,44.4263,0.3227,64.3038,42.0449,19.8775,13.5682,504.5389,19.1012,0.4395,25.3647,15.6008,6.2635,6.8566,187.21,20.7598,0.3252,33.5434,23.0364,12.7836,7.4925,276.437,15.3559,0.6086,16.9923,9.0135,1.6364,5.4856,108.1617,14.7419,9.2581,15.5502,62.4498,202.8584
-38.0,-71.0,1388.0,12.4,0.4853,15.95,9.3375,3.55,4.5312,112.05,26.554,0.1321,85.3398,72.125,58.7858,9.5309,865.4999,3.2835,0.3748,4.9703,3.4419,1.6868,1.2901,41.3024,121.0814,0.601,141.775,64.9965,20.6936,39.0617,779.958,13.6585,0.7869,13.2606,6.2699,-0.3979,4.9341,75.2391,17.7664,0.5044,21.4704,12.8056,3.704,6.4587,153.6669,9.4332,4.2348,5.6953,0.7823,-3.7379,3.3129,9.3875,14.6413,9.3587,14.5502,61.4498,221.6044
-38.0,-70.0,1085.0,10.25,0.451,13.8,8.1167,3.55,3.6606,97.4,30.6003,0.2007,71.4401,55.8828,40.8398,11.2164,670.5942,2.4726,0.286,4.4066,3.316,1.934,0.9482,39.7923,59.5633,0.4914,78.4893,41.2812,18.926,20.2873,495.3744,16.8465,0.5389,19.8917,11.2844,3.0452,6.0816,135.4127,19.6265,0.3657,28.9769,19.2978,9.3504,7.0581,231.5731,12.2574,1.0081,10.8684,4.424,-1.389,4.4598,53.0875,14.6413,9.3587,14.5502,61.4498,220.894
-38.0,-69.0,411.0,2.35,0.2592,3.85,2.4667,1.5,0.6394,29.6,32.9767,0.2496,65.8917,49.2696,32.915,12.2981,591.2355,2.4631,0.2824,4.49,3.3848,2.0269,0.956,40.6171,21.8027,0.393,33.4449,20.2027,11.6422,7.9389,242.4328,18.338,0.4664,23.6481,14.281,5.3101,6.6603,171.3715,19.9662,0.3292,32.0454,22.0462,12.0792,7.258,264.5545,14.6332,0.7229,14.977,7.3419,0.3438,5.3072,88.1029,14.6413,9.3587,14.5502,61.4498,217.3795
-38.0,-67.0,342.0,2.85,0.2051,4.75,3.5,1.9,0.718,42.0,36.4334,0.2753,67.3577,48.9805,30.9243,13.4841,587.7659,2.4747,0.2693,4.6776,3.511,2.2029,0.9456,42.1315,25.7228,0.3212,36.0176,22.5207,10.2948,7.2339,270.2488,19.3567,0.4442,25.6243,15.7991,6.2676,7.0176,189.5897,20.5947,0.322,33.4611,23.1777,12.8664,7.4634,278.1323,15.9652,0.6353,17.3836,9.0931,1.4184,5.7772,109.1167,14.6413,9.3587,14.5502,61.4498,211.6989
-38.0,-66.0,213.0,3.75,0.2489,6.45,4.825,2.7,1.201,57.9,35.368,0.2603,67.7271,50.1516,32.3591,13.0543,601.8197,2.1429,0.2276,4.6133,3.6315,2.4704,0.8265,43.5783,30.7221,0.3225,43.4803,27.7697,12.7582,8.9553,333.2367,19.2637,0.4377,25.6612,15.8935,6.3975,6.9559,190.7221,20.476,0.317,33.5478,23.3141,13.0718,7.3915,279.7695,15.969,0.6242,17.4633,9.1909,1.4943,5.7372,110.2907,14.6413,9.3587,14.5502,61.4498,209.0682
-38.0,-65.0,170.0,5.4,0.3435,8.4,5.9625,3.0,2.0482,71.55,32.9861,0.2258,70.0666,53.8817,37.0805,12.1683,646.5805,1.9072,0.1997,4.6773,3.7421,2.7701,0.7474,44.9053,53.2667,0.4559,67.2482,45.5029,13.9815,20.7468,546.035,18.6558,0.4342,24.9169,15.4341,6.2611,6.7021,185.2096,20.004,0.3184,32.686,22.6397,12.682,7.2094,271.6767,15.238,0.6067,16.8719,8.9688,1.6339,5.4411,107.6252,14.6413,9.3587,14.5502,61.4498,205.4693
-49.0,-72.0,717.0,5.3,0.1956,10.85,8.1583,5.55,1.5961,97.9,24.191,0.1197,89.441,76.8171,65.25,9.1959,921.8052,0.5327,0.0344,5.1866,4.9225,4.6539,0.1693,59.0697,22.5607,0.1925,45.5284,33.2042,22.9677,6.391,398.4506,11.9296,1.4619,8.6424,2.9461,-3.2872,4.3068,35.3529,14.4231,0.7094,14.3752,7.3865,-0.0479,5.2397,88.6383,9.4055,-2.9883,3.1444,-1.1078,-6.2611,3.3106,-13.294,15.9911,8.0089,25.5502,72.4498,165.621
-38.0,-64.0,80.0,6.05,0.3225,9.5,6.6333,3.45,2.139,79.6,32.088,0.2007,73.3528,58.4481,41.2648,11.7333,701.3775,1.7378,0.1843,4.7482,3.8597,3.0104,0.7112,46.3163,66.5054,0.4322,83.5284,53.0864,17.023,22.9417,637.0373,18.5802,0.4278,25.0855,15.5644,6.5053,6.6589,186.7727,20.1435,0.318,32.9581,22.7223,12.8146,7.2249,272.6681,15.1314,0.5879,17.0976,9.2028,1.9662,5.4103,110.4337,14.6413,9.3587,14.5502,61.4498,204.1237
-37.0,-71.0,1912.0,11.0,0.5606,13.2,6.825,2.2,3.8263,81.9,30.4587,0.1782,77.5051,62.625,47.0464,11.1593,751.4994,3.5208,0.3903,5.173,3.6034,1.6522,1.4064,43.2412,76.2424,0.581,91.0693,43.6352,14.8269,25.3538,523.6227,14.609,0.6833,15.2992,7.6548,0.6902,5.2306,91.8577,18.2894,0.4523,23.6456,14.6081,5.3562,6.6071,175.2973,10.1349,1.9336,7.3158,1.8649,-2.8191,3.606,22.3792,14.5439,9.4561,13.5502,60.4498,220.7861
-37.0,-70.0,1150.0,5.25,0.3084,9.05,5.9833,3.8,1.8453,71.8,26.4704,0.1883,62.9381,49.7795,36.4677,9.374,597.3541,2.2205,0.271,4.391,3.347,2.1705,0.9071,40.1637,31.7335,0.3427,47.4503,29.1036,15.7168,9.9752,349.2437,16.0724,0.6635,17.0281,8.6593,0.9557,5.7453,103.9111,19.2181,0.4144,26.08,16.5816,6.8619,6.8718,198.9791,11.434,2.1105,8.1463,1.9349,-3.2877,4.0837,23.2191,14.5439,9.4561,13.5502,60.4498,225.3543
-37.0,-69.0,225.0,2.05,0.1428,5.3,4.0875,3.25,0.5835,49.05,26.0683,0.2071,58.9863,46.4405,32.918,9.6173,557.2859,2.0599,0.2372,4.3812,3.4094,2.3213,0.8087,40.9131,13.5386,0.1845,29.5579,21.5507,16.0193,3.9763,258.6078,17.3253,0.4681,22.3083,13.3662,4.983,6.2561,160.3943,18.6418,0.3128,30.8453,21.4656,12.2035,6.7154,257.5867,13.7521,0.7765,13.6308,6.3662,-0.1213,4.9434,76.3947,14.5439,9.4561,13.5502,60.4498,219.7822
-37.0,-68.0,310.0,2.05,0.151,5.6,4.2208,3.55,0.6373,50.65,28.4159,0.2251,60.8156,47.0063,32.3997,10.5832,564.0761,2.2865,0.2539,4.5626,3.4361,2.2761,0.8725,41.2335,13.2096,0.1912,29.8146,21.6645,16.605,4.142,259.9741,18.0268,0.4422,23.9868,14.7259,5.96,6.5114,176.7114,19.134,0.3068,32.0941,22.4643,12.9601,6.8922,269.5714,14.6759,0.6642,15.6481,7.9513,0.9722,5.2809,95.4159,14.5439,9.4561,13.5502,60.4498,216.4555
-37.0,-67.0,301.0,4.5,0.2722,7.75,5.7958,3.25,1.5776,69.55,32.3695,0.2388,66.611,50.307,34.2415,12.0137,603.6846,2.2478,0.251,4.6587,3.5264,2.4109,0.8852,42.3169,33.1947,0.3578,47.2658,32.6385,14.0711,11.6793,391.6616,19.1016,0.4211,26.0807,16.4079,6.9791,6.9098,196.8943,20.1235,0.3023,34.0355,24.0346,13.912,7.266,288.4156,15.9723,0.599,17.8922,9.6108,1.9199,5.7566,115.3291,14.5439,9.4561,13.5502,60.4498,213.0059
-37.0,-66.0,246.0,5.4,0.3247,8.05,5.7333,2.65,1.8616,68.8,31.2114,0.227,67.0512,51.306,35.8398,11.6477,615.6716,2.0696,0.2162,4.7095,3.6633,2.6399,0.7919,43.9601,51.3161,0.4582,63.2826,41.7942,11.9665,19.1495,501.5304,18.8728,0.4165,25.8738,16.3598,7.001,6.8146,196.3179,19.8716,0.3013,33.6462,23.7563,13.7746,7.1587,285.0754,15.845,0.5927,17.767,9.6157,1.922,5.6994,115.388,14.5439,9.4561,13.5502,60.4498,209.6266
-36.0,-68.0,679.0,3.6,0.2633,6.7,4.5292,3.1,1.1927,54.35,22.0893,0.1678,56.473,46.0578,34.3837,7.7288,552.694,1.9428,0.2161,4.4277,3.3477,2.4849,0.7235,40.1724,29.4573,0.2875,49.3734,29.0377,19.9161,8.3489,348.4527,16.7659,0.4179,23.1025,14.4831,6.3366,6.0531,173.7975,17.2736,0.2811,31.0227,22.2603,13.7491,6.2565,267.1241,13.846,0.6358,15.0563,7.8151,1.2103,4.9691,93.7813,14.4493,9.5507,12.5502,59.4498,219.6934
-36.0,-67.0,270.0,7.45,0.3918,10.0,6.3917,2.55,2.5044,76.7,28.8166,0.2022,66.6379,52.0829,37.8213,10.5293,624.9954,2.0104,0.2176,4.5301,3.4485,2.5197,0.7502,41.3823,57.5699,0.4777,68.9284,39.9392,11.3585,19.0803,479.27,18.6361,0.4043,26.0095,16.6599,7.3734,6.7354,199.9187,19.3315,0.2857,33.9819,24.4372,14.6504,6.9822,293.246,15.7824,0.5782,17.9533,9.8423,2.1709,5.6904,118.1074,14.4493,9.5507,12.5502,59.4498,214.0234
-36.0,-66.0,275.0,8.7,0.4333,11.0,6.7167,2.3,2.91,80.6,27.86,0.1939,66.4122,52.3551,38.5522,10.1502,628.2617,1.7301,0.1664,4.5692,3.6513,2.8391,0.6077,43.8157,69.3747,0.5156,79.8708,48.111,10.4961,24.8078,577.3315,18.3,0.3983,25.6715,16.5673,7.3715,6.5984,198.8073,18.8912,0.2844,33.1098,23.8494,14.2186,6.7829,286.1922,15.5957,0.5649,17.8873,9.9655,2.2916,5.6291,119.5863,14.4493,9.5507,12.5502,59.4498,209.6327
-49.0,-69.0,19.0,2.0,0.1527,5.85,4.7542,3.85,0.726,57.05,39.8582,0.2369,83.6992,61.8412,43.841,14.6531,742.0942,0.6861,0.0436,5.211,4.784,4.5249,0.2086,57.408,17.1412,0.2071,33.7229,23.5942,16.5817,4.8859,283.1308,15.2927,0.6829,15.4799,8.2046,0.1872,5.6028,98.4552,17.9196,0.4644,22.2541,14.1039,4.3345,6.5504,169.2471,11.276,1.415,8.4627,2.9034,-2.8133,4.1085,34.8412,15.9911,8.0089,25.5502,72.4498,167.5885
-35.0,-67.0,330.0,9.05,0.5288,10.8,6.15,1.75,3.2523,73.8,26.4089,0.1864,65.0403,51.2453,38.6314,9.5528,614.9437,1.6847,0.1518,4.4096,3.4242,2.7249,0.5198,41.0898,73.015,0.5933,81.7905,41.0971,8.7755,24.3839,493.1654,18.4085,0.3821,26.4411,17.4106,8.0326,6.6532,208.9272,18.476,0.2667,34.016,25.0613,15.54,6.6827,300.7358,16.0609,0.5458,18.6611,10.5986,2.6002,5.7843,127.183,14.3576,9.6424,11.5502,58.4498,215.0585
-35.0,-66.0,344.0,10.8,0.5303,12.6,7.1125,1.8,3.7717,85.35,24.6425,0.1651,66.7275,53.8606,42.085,8.8897,646.3266,1.4718,0.123,4.4916,3.6183,3.0198,0.445,43.4198,90.6136,0.6369,98.4153,51.2534,7.8017,32.6439,615.041,17.7879,0.3785,25.6324,16.9388,7.8445,6.4116,203.2651,17.7965,0.2626,32.9332,24.3658,15.1367,6.3992,292.3896,15.6143,0.5455,18.0954,10.3016,2.4811,5.6191,123.619,14.3576,9.6424,11.5502,58.4498,214.4074
-35.0,-65.0,303.0,10.25,0.5094,12.45,7.8792,2.2,4.0138,94.55,25.6497,0.1439,75.606,61.9923,49.9563,8.9219,743.9072,1.2681,0.1056,4.5207,3.7597,3.2526,0.3971,45.1168,96.5159,0.5986,106.3903,62.266,9.8744,37.273,747.1925,17.3081,0.3834,24.7961,16.3224,7.488,6.2587,195.8683,18.2307,0.2698,33.2219,24.3877,14.9912,6.5805,292.6522,14.6822,0.5568,16.8843,9.5543,2.2021,5.3199,114.6522,14.3576,9.6424,11.5502,58.4498,207.1237
-34.0,-60.0,46.0,6.55,0.3029,10.8,8.15,4.25,2.4683,97.8,19.6496,0.0956,80.8163,72.2867,61.1667,6.9077,867.4409,1.0325,0.0893,4.5994,4.0701,3.5669,0.3633,48.8412,113.9412,0.4174,144.5829,95.0503,30.6417,39.6777,1140.6042,15.7381,0.3318,24.8052,16.8872,9.0671,5.6029,202.6463,16.3535,0.2442,31.9247,23.679,15.5712,5.7831,284.1485,13.6747,0.4523,17.6882,10.786,4.0135,4.8785,129.4319,14.2683,9.7317,10.5502,57.4498,200.9597
-33.0,-70.0,2710.0,3.65,0.3793,5.75,3.3917,2.1,1.2866,40.7,22.385,0.1529,62.5493,49.0204,40.1643,7.4956,588.2454,2.2313,0.222,4.5831,3.5628,2.3518,0.7911,42.7539,49.9443,0.7994,57.2158,21.1644,7.2715,16.9179,253.9724,15.5817,-3.4155,5.7885,-1.6167,-9.7932,5.5218,-19.4001,17.5319,1.2468,13.51,5.0959,-4.0219,6.3537,61.1507,13.6536,-0.6944,-0.8395,-7.0035,-14.4931,4.8636,-84.0425,14.1815,9.8185,9.5502,56.4498,230.5711
-32.0,-70.0,4603.0,3.6,0.3336,5.3,3.4875,1.7,1.1633,41.85,13.1541,0.099,50.8697,43.4539,37.7156,4.3036,521.4463,1.6167,0.2037,3.6611,2.8831,2.0444,0.5872,34.5968,29.1269,0.5536,37.4487,17.58,8.3218,9.7321,210.9594,15.6452,3.7289,8.9653,1.4756,-6.6799,5.5025,17.7078,17.451,0.6778,17.6546,9.3306,0.2036,6.3243,111.967,13.0638,-0.8969,1.0469,-5.0033,-12.0169,4.4876,-60.0391,14.0969,9.9031,8.5502,55.4498,250.5307
-32.0,-67.0,530.0,11.9,0.7399,12.85,5.9708,0.95,4.4177,71.65,24.3046,0.1841,63.4099,50.4401,39.1053,9.2847,605.2806,1.5253,0.1486,4.1106,3.1521,2.5853,0.4683,37.8247,75.7416,0.8254,80.2038,35.1325,4.4622,28.9972,421.5898,17.7233,0.3261,28.1742,19.9284,10.4509,6.4978,239.1409,16.6324,0.2181,35.6806,27.9761,19.0482,6.1028,335.7127,16.4009,0.4677,20.5644,12.7959,4.1635,5.9842,153.5509,14.0969,9.9031,8.5502,55.4498,225.1462
-32.0,-59.0,62.0,5.05,0.1982,10.5,8.5542,5.45,1.6951,102.65,22.7888,0.107,83.9654,73.693,61.1766,7.8854,884.3158,1.0872,0.0821,4.5617,4.0366,3.4745,0.3315,48.4387,111.2348,0.3213,158.143,111.0646,46.9082,35.6902,1332.7751,15.3988,0.3009,26.0953,18.2221,10.6965,5.4838,218.6653,16.2324,0.2333,33.197,24.8694,16.9646,5.8027,298.4332,13.4469,0.3906,19.1251,12.2345,5.6782,4.7787,146.8139,14.0969,9.9031,8.5502,55.4498,201.206
